datetime,solar_rad,wind_avg,wind_dir,wind_max,air_temp,humidity,dew_point,wet_bulb,precip
2026-08-28 06:00,0.9,3.0,34,8.0,49.0,98,48.0,49.0,0.0
2026-08-28 07:00,9.0,3.0,28,9.0,51.0,96,50.0,50.0,0.0
2026-08-28 08:00,20.5,1.0,298,7.0,53.0,92,51.0,52.0,0.0
2026-08-28 09:00,32.0,2.0,24,6.0,56.0,84,51.0,53.0,0.0
2026-08-28 10:00,56.9,4.0,38,8.0,59.0,75,51.0,54.0,0.0
2026-08-28 11:00,65.5,1.0,273,6.0,62.0,69,52.0,56.0,0.0
2026-08-28 12:00,73.5,2.0,275,11.0,65.0,63,52.0,57.0,0.0
2026-08-28 13:00,75.2,1.0,327,6.0,67.0,57,51.0,57.0,0.0
2026-08-28 14:00,71.8,1.0,274,8.0,70.0,50,51.0,58.0,0.0
2026-08-28 15:00,63.2,1.0,295,8.0,71.0,47,50.0,58.0,0.0
2026-08-28 16:00,51.3,1.0,277,10.0,71.0,49,51.0,58.0,0.0
2026-08-28 17:00,29.5,1.0,275,8.0,65.0,58,50.0,56.0,0.0
2026-08-28 18:00,20.5,2.0,287,11.0,62.0,65,50.0,55.0,0.0
2026-08-28 19:00,3.4,4.0,267,7.0,54.0,82,49.0,51.0,0.0
2026-08-28 20:00,0.0,4.0,266,7.0,51.0,89,48.0,49.0,0.0
2026-08-28 21:00,0.0,3.0,268,8.0,50.0,83,45.0,47.0,0.0
2026-08-28 22:00,0.0,3.0,267,5.0,49.0,85,45.0,47.0,0.0
2026-08-28 23:00,0.0,2.0,266,5.0,46.0,91,44.0,45.0,0.0
2026-08-29 00:00,0.0,2.0,320,6.0,45.0,95,44.0,44.0,0.0
2026-08-29 01:00,0.0,0.0,287,3.0,45.0,95,44.0,44.0,0.0
2026-08-29 02:00,0.0,3.0,31,7.0,45.0,96,44.0,44.0,0.0
2026-08-29 03:00,0.0,0.0,293,5.0,45.0,96,44.0,44.0,0.0
2026-08-29 04:00,0.0,4.0,44,7.0,44.0,96,43.0,43.0,0.0
2026-08-29 05:00,0.0,0.0,302,9.0,43.0,97,42.0,43.0,0.0
2026-08-29 06:00,0.4,0.0,336,3.0,44.0,97,43.0,44.0,0.0
2026-08-29 07:00,3.4,1.0,20,7.0,44.0,97,43.0,44.0,0.0
2026-08-29 08:00,22.8,5.0,49,11.0,50.0,79,44.0,46.0,0.0
2026-08-29 09:00,42.1,1.0,357,10.0,53.0,76,46.0,49.0,0.0
2026-08-29 10:00,57.0,2.0,326,9.0,56.0,67,45.0,50.0,0.0
2026-08-29 11:00,68.9,3.0,1,9.0,60.0,58,45.0,51.0,0.0
2026-08-29 12:00,68.6,2.0,24,8.0,61.0,55,45.0,51.0,0.0
2026-08-29 13:00,77.9,2.0,331,10.0,64.0,47,43.0,52.0,0.0
2026-08-29 14:00,72.2,2.0,10,11.0,65.0,46,44.0,53.0,0.0
2026-08-29 15:00,60.1,2.0,8,9.0,65.0,46,44.0,53.0,0.0
2026-08-29 16:00,51.3,1.0,33,6.0,67.0,43,44.0,53.0,0.0
2026-08-29 17:00,36.0,1.0,257,7.0,65.0,44,43.0,52.0,0.0
2026-08-29 18:00,17.0,2.0,241,9.0,60.0,50,41.0,49.0,0.0
2026-08-29 19:00,3.2,1.0,60,6.0,51.0,70,42.0,46.0,0.0
2026-08-29 20:00,0.0,3.0,47,7.0,49.0,77,42.0,45.0,0.0
2026-08-29 21:00,0.0,3.0,41,8.0,48.0,86,44.0,46.0,0.0
2026-08-29 22:00,0.0,2.0,262,8.0,46.0,89,43.0,44.0,0.0
2026-08-29 23:00,0.0,2.0,256,6.0,45.0,93,43.0,44.0,0.0
2026-08-30 00:00,0.0,6.0,41,10.0,45.0,95,44.0,44.0,0.0
2026-08-30 01:00,0.0,8.0,38,11.0,45.0,92,43.0,44.0,0.0
2026-08-30 02:00,0.0,7.0,44,12.0,46.0,85,42.0,44.0,0.0
2026-08-30 03:00,0.0,7.0,46,13.0,45.0,89,42.0,43.0,0.0
2026-08-30 04:00,0.0,7.0,45,13.0,45.0,87,41.0,43.0,0.0
2026-08-30 05:00,0.0,6.0,51,12.0,44.0,93,42.0,43.0,0.0
2026-08-30 06:00,0.6,7.0,52,13.0,45.0,88,42.0,43.0,0.0
2026-08-30 07:00,11.4,7.0,46,18.0,50.0,75,42.0,46.0,0.0
2026-08-30 08:00,26.9,7.0,44,16.0,53.0,68,43.0,47.0,0.0
2026-08-30 09:00,42.5,6.0,42,14.0,56.0,60,42.0,48.0,0.0
2026-08-30 10:00,56.7,4.0,25,12.0,58.0,60,44.0,50.0,0.0
2026-08-30 11:00,67.6,2.0,80,8.0,64.0,50,45.0,53.0,0.0
2026-08-30 12:00,74.0,3.0,18,8.0,64.0,47,43.0,52.0,0.0
2026-08-30 13:00,74.7,3.0,29,9.0,67.0,41,43.0,53.0,0.0
2026-08-30 14:00,72.0,1.0,328,7.0,71.0,35,42.0,54.0,0.0
2026-08-30 15:00,63.6,1.0,328,6.0,72.0,34,42.0,54.0,0.0
2026-08-30 16:00,51.2,1.0,295,6.0,72.0,31,40.0,53.0,0.0
2026-08-30 17:00,36.0,2.0,274,7.0,70.0,31,38.0,52.0,0.0
2026-08-30 18:00,14.0,1.0,256,6.0,65.0,33,35.0,49.0,0.0
2026-08-30 19:00,2.9,3.0,359,6.0,57.0,46,36.0,46.0,0.0
2026-08-30 20:00,0.0,7.0,39,11.0,56.0,49,37.0,46.0,0.0
2026-08-30 21:00,0.0,8.0,41,13.0,55.0,52,38.0,46.0,0.0
2026-08-30 22:00,0.0,7.0,36,11.0,58.0,45,37.0,47.0,0.0
2026-08-30 23:00,0.0,5.0,53,11.0,59.0,44,37.0,47.0,0.0
2026-08-31 00:00,0.0,5.0,61,9.0,59.0,48,39.0,48.0,0.0
2026-08-31 01:00,0.0,6.0,90,8.0,58.0,50,39.0,48.0,0.0
2026-08-31 02:00,0.0,5.0,95,8.0,57.0,52,40.0,47.0,0.0
2026-08-31 03:00,0.0,4.0,161,7.0,61.0,39,36.0,48.0,0.0
2026-08-31 04:00,0.0,5.0,172,10.0,62.0,39,37.0,48.0,0.0
2026-08-31 05:00,0.0,4.0,164,9.0,62.0,41,38.0,49.0,0.0
2026-08-31 06:00,0.6,3.0,167,9.0,62.0,42,39.0,49.0,0.0
2026-08-31 07:00,8.9,3.0,110,9.0,67.0,38,41.0,52.0,0.0
2026-08-31 08:00,24.8,1.0,184,5.0,69.0,36,41.0,53.0,0.0
2026-08-31 09:00,40.6,3.0,176,9.0,71.0,34,41.0,54.0,0.0
2026-08-31 10:00,54.4,4.0,204,10.0,72.0,32,41.0,54.0,0.0
2026-08-31 11:00,65.3,4.0,209,9.0,74.0,31,41.0,55.0,0.0
2026-08-31 12:00,71.9,2.0,332,8.0,76.0,31,43.0,56.0,0.0
2026-08-31 13:00,73.5,2.0,342,7.0,78.0,28,42.0,57.0,0.0
2026-08-31 14:00,70.2,3.0,271,12.0,78.0,30,44.0,57.0,0.0
2026-08-31 15:00,61.6,3.0,291,13.0,78.0,32,46.0,58.0,0.0
2026-08-31 16:00,41.6,4.0,270,8.0,72.0,42,48.0,57.0,0.0
2026-08-31 17:00,25.8,3.0,271,7.0,70.0,46,48.0,57.0,0.0
2026-08-31 18:00,9.9,3.0,288,6.0,63.0,55,47.0,53.0,0.0
2026-08-31 19:00,1.4,2.0,328,5.0,57.0,64,45.0,50.0,0.0
2026-08-31 20:00,0.0,0.0,295,5.0,55.0,69,45.0,49.0,0.0
2026-08-31 21:00,0.0,0.0,274,3.0,54.0,76,47.0,50.0,0.0
2026-08-31 22:00,0.0,0.0,302,2.0,53.0,77,46.0,49.0,0.0
2026-08-31 23:00,0.0,1.0,155,3.0,53.0,79,47.0,49.0,0.0
2026-09-01 00:00,0.0,2.0,112,3.0,51.0,85,47.0,48.0,0.0
2026-09-01 01:00,0.0,2.0,104,4.0,50.0,85,46.0,48.0,0.0
2026-09-01 02:00,0.0,0.0,228,3.0,49.0,90,46.0,47.0,0.0
2026-09-01 03:00,0.0,1.0,282,3.0,46.0,94,44.0,45.0,0.0
2026-09-01 04:00,0.0,1.0,286,4.0,46.0,97,45.0,46.0,0.0
2026-09-01 05:00,0.0,1.0,35,2.0,46.0,97,45.0,46.0,0.0
2026-09-01 06:00,0.3,0.0,301,3.0,46.0,97,45.0,46.0,0.0
2026-09-01 07:00,3.7,1.0,246,4.0,47.0,97,46.0,47.0,0.0
2026-09-01 08:00,10.5,1.0,144,5.0,48.0,97,47.0,48.0,0.0
2026-09-01 09:00,28.7,2.0,190,7.0,52.0,88,49.0,50.0,0.0
2026-09-01 10:00,47.7,3.0,223,9.0,56.0,68,46.0,50.0,0.0
2026-09-01 11:00,59.8,3.0,265,7.0,60.0,60,46.0,52.0,0.0
2026-09-01 12:00,56.3,3.0,278,7.0,60.0,61,47.0,52.0,0.0
2026-09-01 13:00,38.9,4.0,258,9.0,63.0,55,47.0,53.0,0.0
2026-09-01 14:00,39.1,4.0,250,10.0,63.0,55,47.0,53.0,0.0
2026-09-01 15:00,29.1,3.0,263,9.0,60.0,60,46.0,52.0,0.0
2026-09-01 16:00,19.9,3.0,198,11.0,58.0,60,44.0,50.0,0.0
2026-09-01 17:00,10.8,4.0,201,10.0,56.0,65,44.0,49.0,0.0
2026-09-01 18:00,9.5,2.0,244,12.0,56.0,64,44.0,49.0,0.0
2026-09-01 19:00,0.5,3.0,203,8.0,49.0,79,43.0,46.0,0.0
2026-09-01 20:00,0.0,4.0,191,11.0,48.0,84,43.0,45.0,0.0
2026-09-01 21:00,0.0,4.0,169,13.0,47.0,86,43.0,45.0,0.0
2026-09-01 22:00,0.0,7.0,195,15.0,47.0,85,43.0,45.0,0.0
2026-09-01 23:00,0.0,6.0,191,19.0,46.0,87,42.0,44.0,0.0
2026-09-02 00:00,0.0,7.0,200,18.0,47.0,89,44.0,45.0,0.0
2026-09-02 01:00,0.0,8.0,177,20.0,47.0,90,44.0,45.0,0.0
2026-09-02 02:00,0.0,7.0,176,19.0,45.0,92,43.0,44.0,0.0
2026-09-02 03:00,0.0,8.0,180,22.0,45.0,91,43.0,44.0,0.0
2026-09-02 04:00,0.0,10.0,172,19.0,46.0,87,42.0,44.0,0.0
2026-09-02 05:00,0.0,10.0,171,27.0,47.0,86,43.0,45.0,0.0
2026-09-02 06:00,0.3,12.0,175,28.0,47.0,88,44.0,45.0,0.0
2026-09-02 07:00,1.5,12.0,166,29.0,46.0,96,45.0,45.0,0.08
2026-09-02 08:00,2.1,13.0,171,32.0,46.0,97,45.0,46.0,0.04
2026-09-02 09:00,4.0,13.0,168,31.0,46.0,97,45.0,46.0,0.03
2026-09-02 10:00,5.9,15.0,162,35.0,46.0,97,45.0,46.0,0.05
2026-09-02 11:00,7.7,16.0,172,38.0,46.0,97,45.0,46.0,0.03
2026-09-02 12:00,8.4,12.0,174,38.0,47.0,97,46.0,47.0,0.04
2026-09-02 13:00,10.1,11.0,174,30.0,47.0,97,46.0,47.0,0.03
2026-09-02 14:00,13.2,10.0,174,31.0,48.0,97,47.0,48.0,0.02
2026-09-02 15:00,7.6,9.0,193,25.0,47.0,97,46.0,47.0,0.01
2026-09-02 16:00,4.5,8.0,216,23.0,48.0,98,47.0,48.0,0.05
2026-09-02 17:00,4.0,9.0,202,21.0,48.0,98,47.0,48.0,0.02
2026-09-02 18:00,2.2,9.0,202,22.0,48.0,98,47.0,48.0,0.01
2026-09-02 19:00,0.4,4.0,217,17.0,47.0,98,46.0,47.0,0.07
2026-09-02 20:00,0.0,4.0,236,12.0,45.0,98,44.0,45.0,0.0
2026-09-02 21:00,0.0,5.0,232,10.0,44.0,99,44.0,44.0,0.0
2026-09-02 22:00,0.0,6.0,233,14.0,43.0,99,43.0,43.0,0.0
2026-09-02 23:00,0.0,5.0,224,15.0,42.0,99,42.0,42.0,0.0
2026-09-03 00:00,0.0,3.0,210,11.0,42.0,99,42.0,42.0,0.0
2026-09-03 01:00,0.0,4.0,157,7.0,43.0,99,43.0,43.0,0.0
2026-09-03 02:00,0.0,9.0,202,16.0,43.0,100,43.0,43.0,0.01
2026-09-03 03:00,0.0,9.0,197,20.0,43.0,100,43.0,43.0,0.0
2026-09-03 04:00,0.0,10.0,213,25.0,43.0,100,43.0,43.0,0.0
2026-09-03 05:00,0.0,6.0,224,20.0,43.0,100,43.0,43.0,0.0
2026-09-03 06:00,0.4,6.0,219,16.0,42.0,100,42.0,42.0,0.0
2026-09-03 07:00,5.1,10.0,209,22.0,42.0,99,42.0,42.0,0.0
2026-09-03 08:00,7.9,8.0,185,18.0,43.0,99,43.0,43.0,0.0
2026-09-03 09:00,8.9,8.0,193,23.0,43.0,99,43.0,43.0,0.0
2026-09-03 10:00,16.7,7.0,205,24.0,45.0,91,43.0,44.0,0.0
2026-09-03 11:00,,,,,,,,,
2026-09-03 12:00,,,,,,,,,
2026-09-03 13:00,,,,,,,,,
2026-09-03 14:00,,,,,,,,,
2026-09-03 15:00,,,,,,,,,
2026-09-03 16:00,,,,,,,,,
2026-09-03 17:00,,,,,,,,,
2026-09-03 18:00,,,,,,,,,
2026-09-03 19:00,,,,,,,,,
2026-09-03 20:00,,,,,,,,,
2026-09-03 21:00,,,,,,,,,
2026-09-03 22:00,,,,,,,,,
2026-09-03 23:00,,,,,,,,,
2026-09-04 00:00,,,,,,,,,
